电影名,类型,上映日期,时长（分）,导演,主要演员,全部演员,票房,豆瓣链接,豆瓣评分,豆瓣评分人数,豆瓣短评数,豆瓣长评数,猫眼评分,时光网评分,imdb评分
移动迷宫3：死亡解药,动作 科幻 冒险,2018-01-26(美国/中国大陆),142,韦斯·鲍尔,迪伦·奥布莱恩 卡雅·斯考达里奥 李起弘,迪伦·奥布莱恩 卡雅·斯考达里奥 李起弘 托马斯·布罗迪-桑斯特 罗莎·萨拉查 德克斯特·达登 艾丹·吉伦 威尔·保尔特 吉安卡罗·埃斯波西托 沃尔顿·戈金斯 派翠西娅·克拉克森 巴里·佩珀,31528,https://movie.douban.com/subject/26004132/,5.3,58778,17999,467,8,6.2,6.2
无敌破坏王2：大闹互联网,喜剧 动画 奇幻,2018-11-23(中国大陆),112,菲尔·约翰斯顿 瑞奇·摩尔,约翰·C·赖利 萨拉·西尔弗曼 盖尔·加朵,约翰·C·赖利 萨拉·西尔弗曼 盖尔·加朵 塔拉吉·P·汉森 杰克·麦克布瑞尔 简·林奇 艾伦·图代克 阿尔弗雷德·莫里纳 艾德·奥尼尔 肖恩·吉布朗尼 弗卢拉·博格 蒂莫西·西蒙斯 黄阿丽 韩秘书·布雷克 葛洛泽尔·格林 瑞贝卡·薇索基 山姆·理查森 雅布其·杨-怀特 莫里斯·拉马奇 梅丽莎·维拉斯诺 凯蒂·洛斯 贾米·埃曼 霍拉提奥·桑斯 亚历克斯·莫法特 琼·斯奎布 德拉·萨巴 菲尔·约翰斯顿 约翰·迪·玛吉欧 瑞奇·摩尔 科琳·巴林杰 达尼·费尔南德斯 蒂芙妮·赫雷拉 阿娜·奥缇兹 迪安娜·阿格隆 杰森·曼兹沃克斯 雷蒙德·S·佩尔西 伏霞 罗杰·克莱格·史密斯 蒂姆·艾伦 布拉德·加内特 安东尼·丹尼尔斯 科里·伯顿 范·迪塞尔 维韦卡·波林 迈克·吉亚奇诺 凯文·迪特斯 尼可·斯彻金格 丹·雷诺斯 艾琳·贝达 克里斯汀·贝尔 裘蒂·班森 奥丽伊·卡瓦洛 詹妮弗·黑尔 凯特·希金斯 琳达·拉金 凯莉·麦克唐纳 伊迪娜·门泽尔 曼迪·摩尔 佩吉·奥哈拉 帕米拉·里本 阿尼卡·诺尼·罗斯 温明娜 珍妮卡·贝尔格雷 比尔·哈德尔,27116,https://movie.douban.com/subject/20438964/,8.1,178901,60303,777,8.8,8.2,7.2
精灵旅社3：疯狂假期,喜剧 动画 奇幻,2018-08-17(中国大陆),98,格恩迪·塔塔科夫斯基,亚当·桑德勒 凯瑟琳·哈恩 史蒂夫·布西密,亚当·桑德勒 凯瑟琳·哈恩 史蒂夫·布西密 赛琳娜·戈麦斯 阿什·布林克夫 梅尔·布鲁克斯 科甘-迈克尔·凯 安迪·萨姆伯格 法兰·德瑞雪 大卫·斯佩德 凯文·詹姆斯 莫莉·香侬 格恩迪·塔塔科夫斯基 乔·怀特 克莉丝汀·泰根 乔·乔纳斯 吉姆·加菲根,22361,https://movie.douban.com/subject/26630714/,6.7,68422,20178,151,8.7,7.1,6.3
寂静之地,惊悚 恐怖,2018-05-18(中国大陆),90,约翰·卡拉辛斯基,艾米莉·布朗特 约翰·卡拉辛斯基 米利森特·西蒙兹,艾米莉·布朗特 约翰·卡拉辛斯基 米利森特·西蒙兹 诺亚·尤佩 凯德·伍德沃德 里昂·拉瑟姆 桃乐丝·麦卡锡,22090,https://movie.douban.com/subject/26997663/,6.3,188431,65438,1376,7.7,7.1,7.6
铁血战士,动作 科幻 惊悚,2018-10-26(中国大陆),107,沙恩·布莱克,波伊德·霍布鲁克 崔凡特·罗兹 雅各布·特伦布莱,波伊德·霍布鲁克 崔凡特·罗兹 雅各布·特伦布莱 科甘-迈克尔·凯 奥立薇娅·玛恩 斯特林·K·布朗 托马斯·简 阿尔菲·艾伦 奥古斯托·阿奎莱拉 杰克·布塞 伊冯娜·斯特拉霍夫斯基 布赖恩·A·普林斯 麦克·多普德 尼尔迈特 加里·切克 艾米·阿内克 弗雷泽·艾奇逊 简·波斯 洛奇林·莫罗 叶芳华 里斯·威廉姆斯 萨奇·布洛克勒班克 肖恩·O.罗伯茨 柯林·科里根 帕特里克·萨邦圭 弗雷泽·科比特 阿隆·克拉文 安德鲁·詹金斯,21687,https://movie.douban.com/subject/25917789/,5.0,36610,11951,222,7.7,5.8,5.4
奇迹男孩,剧情 儿童 家庭,2018-01-19(中国大陆),113,斯蒂芬·卓博斯基,雅各布·特伦布莱 朱莉娅·罗伯茨 伊扎贝拉·维多维奇,雅各布·特伦布莱 朱莉娅·罗伯茨 伊扎贝拉·维多维奇 欧文·威尔逊 诺亚·尤佩 丹妮尔·罗丝·拉塞尔 纳吉·杰特 戴维德·迪格斯 曼迪·帕廷金 布莱斯·吉扎尔 艾尔·麦金农 泰·孔西利奥 詹姆斯·休斯 凯尔·布瑞特科夫 米莉·戴维斯 莉娅·朱厄特 凯琳·布瑞特科夫 利亚姆·迪金森 艾玛·特伦布莱 马克·多兹劳 鲁奇娅·伯纳德 J·道格拉斯·斯图瓦特 阿里·利伯特 埃丽卡·麦基特里克 本杰明·拉特纳 杰森·麦金农 索尼娅·布拉加 吉洁特,19151,https://movie.douban.com/subject/26787574/,8.6,272528,83253,2365,9.2,8.1,8.0
憨豆特工3,喜剧 动作 冒险,2018-11-23(中国大陆),89,大卫·科尔,罗温·艾金森 本·米勒 欧嘉·柯瑞兰寇,罗温·艾金森 本·米勒 欧嘉·柯瑞兰寇 杰克·莱西 艾玛·汤普森 米兰达·亨妮莎 亚当·詹姆斯 萨曼莎·罗素 大卫·穆梅尼 通恰伊·古奈什 梶冈润一 埃迪·奥康奈尔 尼克·欧文福特 马修·比尔德,17230,https://movie.douban.com/subject/27073234/,6.4,43755,12182,127,8.6,6.7,6.2
公牛历险记,喜剧 动画 冒险,2018-01-19(中国大陆),108,卡洛斯·沙尔丹哈,约翰·塞纳 凯特·麦克金农 莉莉·戴,约翰·塞纳 凯特·麦克金农 莉莉·戴 鲍比·坎纳瓦尔 安东尼·安德森 大卫·田纳特 吉娜·罗德里格兹 戴维德·迪格斯 加布里埃尔·伊格莱西亚斯 杰洛德·卡尔迈克 劳尔·埃斯帕扎 米格尔·安赫尔·西尔维斯特 弗卢拉·博格 莎莉·菲利普斯 波瑞斯·科乔 杰克·戈尔 杰特·尤尔根斯米尔 奈尔·迪亚兹 科林·H·墨菲 卡洛斯·沙尔丹哈 杰瑞米·西斯托 路易斯·卡洛斯·德拉·隆巴纳 胡安内斯 茱莉亚·斯卡帕·萨尔达尼亚 拉斐尔·斯卡帕·萨尔达尼亚 卡拉·马丁内斯 乔迪·卡巴勒罗 玛丽亚·佩拉莫尔 娜扎宁·霍马 安德烈亚斯·A·埃斯帕萨 詹姆斯·帕伦博 伯纳多·德·保拉 贝莉塔·莫里诺 蒂姆·诺德奎斯特 阿尔瓦罗·门多萨 卡洛斯·雷格-普拉扎 辛迪·斯拉特里 杰森·弗里基奥内 苏珊娜·巴列斯特罗斯 安娜·帕特丽夏·加梅斯,17201,https://movie.douban.com/subject/25846857/,7.2,35202,10903,234,9.1,7.2,6.7
比得兔,喜剧 动画 冒险,2018-03-02(中国大陆),95,威尔·古勒,詹姆斯·柯登 多姆纳尔·格里森 萝丝·拜恩,詹姆斯·柯登 多姆纳尔·格里森 萝丝·拜恩 伊丽莎白·德比茨基 玛格特·罗比 黛西·雷德利 科林·穆迪 山姆·尼尔 希雅 伊文·莱斯利 费萨尔·巴齐 克里斯蒂安·加扎尔 玛丽安娜·琼-巴普蒂斯特 加雷斯·戴维斯 山姆·哈夫特 萨莎·霍勒 娜塔丽·朱 特伦尼娅·爱德华兹 费利克斯·威廉森 许明珠 布莱恩·布朗 蕾切尔·沃德 大卫·文翰 威尔·赖歇尔特,16839,https://movie.douban.com/subject/26649604/,7.1,65297,20458,282,8.9,7.6,6.6
阿尔法：狼伴归途,剧情 冒险,2018-09-07(中国大陆),96,艾尔伯特·休斯,柯蒂·斯密特-麦菲 恰克 约翰内斯·豪克尔·约翰内森,柯蒂·斯密特-麦菲 恰克 约翰内斯·豪克尔·约翰内森 娜塔莎·迈尔兹 蕾奥娜·维埃拉 延斯·赫尔腾 梅赛德斯·德拉泽尔达 普里亚·拉贾拉特南 斯潘塞·博加特 帕特里克·弗拉纳根 迈克尔·克鲁斯-代赫勒 马辛·科瓦奇克,11457,https://movie.douban.com/subject/26810318/,6.4,25940,8910,294,8.3,6.8,6.7
胡桃夹子和四个王国,奇幻 冒险,2018-11-02(中国大陆/美国),99,拉斯·霍尔斯道姆 乔·庄斯顿,麦肯吉·弗依 摩根·弗里曼 凯拉·奈特莉,麦肯吉·弗依 摩根·弗里曼 凯拉·奈特莉 马修·麦克费登 海伦·米伦 艾丽·巴姆博 米兰达·哈特 欧赫尼奥·德尔维斯 杰克·怀特霍尔 理查德·E·格兰特 谢尔盖·波卢宁 欧米德·吉亚李利 梅拉·沙尔 尼克·穆罕默德 杰茜·维宁 汤姆·斯威特 马里安·洛伦西克 芙洛·费拉科 丽塔-麦克唐纳丹帕 查尔斯·斯特里特,11257,https://movie.douban.com/subject/26741061/,6.0,41613,16606,193,7.9,6.4,5.5
游侠索罗：星球大战外传,动作 科幻 冒险,2018-05-25(美国/中国大陆),135,朗·霍华德,阿尔登·埃伦瑞奇 艾米莉亚·克拉克 伍迪·哈里森,阿尔登·埃伦瑞奇 艾米莉亚·克拉克 伍迪·哈里森 唐纳德·格洛弗 保罗·贝坦尼 乔纳斯·索塔莫 菲比·沃勒-布里奇 沃维克·戴维斯 坦迪·牛顿 克林特·霍华德 伊安·肯尼 理查德·迪克森,10632,https://movie.douban.com/subject/25900947/,6.9,40542,11785,277,8.1,7.1,7.0
水形物语,剧情 爱情 奇幻,2018-03-16(中国大陆),123,吉尔莫·德尔·托罗,莎莉·霍金斯 道格·琼斯 迈克尔·珊农,莎莉·霍金斯 道格·琼斯 迈克尔·珊农 理查德·詹金斯 奥克塔维亚·斯宾瑟 迈克尔·斯图巴 大卫·休莱特 尼克·西塞 斯图尔特·阿诺特 尼格尔·本内特 劳伦·李·史密斯 马丁·罗奇 阿莱格拉·富尔顿 约翰·卡普洛斯 摩根·凯利 马文·凯伊 德鲁·维尔戈维尔,10542,https://movie.douban.com/subject/26752852/,7.2,291029,96116,2772,8,7.6,7.3
马戏之王,剧情 传记 歌舞,2018-02-01(中国大陆),105,迈克尔·格雷西,休·杰克曼 米歇尔·威廉姆斯 扎克·埃夫隆,休·杰克曼 米歇尔·威廉姆斯 扎克·埃夫隆 赞达亚 丽贝卡·弗格森 奥丝汀·约翰森 卡梅伦·丝蕾 基拉·塞特尔 萨姆·汉弗莱 叶海亚·阿卜杜勒-迈丁 埃里克·安德森 伊利斯·鲁宾 斯凯勒·杜恩 丹尼尔·埃维里奇 拉杜·斯平格尔 小森优作 丹尼尔·松 保罗·斯帕克斯 威尔·斯文森,10125,https://movie.douban.com/subject/3914513/,7.7,108400,38874,852,8.9,7.9,7.6
飓风奇劫,动作 犯罪 惊悚,2018-11-02(中国大陆),103,罗伯·科恩,托比·凯贝尔 玛姬·格蕾斯 瑞恩·柯万腾,托比·凯贝尔 玛姬·格蕾斯 瑞恩·柯万腾 拉尔夫·尹爱森 梅丽莎·博洛纳 本·克劳斯 杰米·安德鲁·卡特勒 克里斯蒂安·孔特雷拉斯 艾德·伯奇 埃里克·罗德尔 马克·史密斯 布鲁克·约翰斯顿 帕特里克·麦考利 莱昂纳多·狄更斯 斯图尔特·麦克奎里 娜塔莎·卡拉姆 阿塔纳斯·斯雷布雷夫 卢克·朱迪 安德烈·鲁滨孙,9513,https://movie.douban.com/subject/26793385/,5.9,11027,3344,97,8.3,6.1,5.1
雪怪大冒险,喜剧 动画 冒险,2018-10-19(中国大陆),96,凯瑞·柯克帕特里克 杰森·雷西格,查宁·塔图姆 詹姆斯·柯登 赞达亚,查宁·塔图姆 詹姆斯·柯登 赞达亚 勒布朗·詹姆斯 科曼 吉娜·罗德里格兹 丹尼·德维托 吉米·塔特罗 雅拉·沙希迪 伊利·亨利,7508,https://movie.douban.com/subject/26944582/,7.4,14074,4474,71,9.2,7.6,6.7
湮灭,剧情 科幻 惊悚,2018-04-13(中国大陆),115,亚历克斯·嘉兰,娜塔莉·波特曼 詹妮弗·杰森·李 吉娜·罗德里格兹,娜塔莉·波特曼 詹妮弗·杰森·李 吉娜·罗德里格兹 泰莎·汤普森 奥斯卡·伊萨克 水野索诺娅 大卫·吉雅西 图娃·诺沃妮 黄凯旋 约翰·施瓦布 萨米·海曼 乔希·丹福德 克里斯汀·麦加里蒂,6608,https://movie.douban.com/subject/26384741/,7.1,230531,65782,1452,7.3,7.6,6.9
三块广告牌,剧情 犯罪,2018-03-02(中国大陆),115,马丁·麦克唐纳,弗兰西斯·麦克多蒙德 伍迪·哈里森 山姆·洛克威尔,弗兰西斯·麦克多蒙德 伍迪·哈里森 山姆·洛克威尔 艾比·考尼什 卢卡斯·赫奇斯 彼特·丁拉基 约翰·浩克斯 卡赖伯·兰德里·琼斯 凯瑟琳·纽顿 凯瑞·康顿 泽利科·伊万内克 萨玛拉·维文 克拉克·彼得斯 尼克·西塞 阿曼达·沃伦 玛拉雅·瑞沃拉·德鲁  布兰登·萨克斯顿 迈克尔·艾伦·米利甘,6499,https://movie.douban.com/subject/26611804/,8.7,424919,119482,3461,8.6,8.1,8.2
我的间谍前男友,喜剧 动作,2018-10-19(中国大陆),117,苏珊娜·福格尔,米拉·库尼斯 凯特·麦克金农 贾斯汀·塞洛克斯,米拉·库尼斯 凯特·麦克金农 贾斯汀·塞洛克斯 萨姆·修汉 薇尔玛·斯泽克斯 哈桑·明哈杰 凯文·亚当斯 吉莲·安德森 伊万娜·萨赫诺 简·库丁 保罗·雷瑟 弗雷德·迈拉麦德 詹姆斯·弗雷特 卡罗琳·皮克尔斯 贾斯婷·瓦希伯格 汤姆·斯托顿 罗德里克·希尔,6174,https://movie.douban.com/subject/26999424/,6.3,36835,12236,88,8.1,6.3,6.0
忌日快乐,悬疑 惊悚 恐怖,2018-02-02(中国大陆),96,克里斯托弗·兰登,杰西卡·罗德 伊瑟尔·布罗萨德 露比·莫迪恩,杰西卡·罗德 伊瑟尔·布罗萨德 露比·莫迪恩 查尔斯·艾特肯 劳拉·克利夫顿 杰森·拜尔 罗布·梅洛 瑞秋·马休斯 拉姆齐·安德森 布雷迪·刘易斯 飞·武 泰内娅·因崔亚戈 布莱恩·克恩 卡瑞尔拉·史密斯 吉米·冈萨雷斯 比利·斯洛特 唐娜·杜普兰提尔 吉吉·埃内塔 林赛·G·史密斯 戴恩·罗兹 凯莱布·斯比尔亚兹 蜜西·雅格,6126,https://movie.douban.com/subject/27027913/,7.1,146157,43934,516,8.3,7.1,6.5
深海越狱,动作 冒险,2018-06-08(中国大陆),105,帕夏·帕特里基,尚格·云顿 杜夫·龙格尔 杰思敏·沃兹,尚格·云顿 杜夫·龙格尔 杰思敏·沃兹 帕特里克·基尔帕特里克 阿尔·萨皮恩扎 克里斯·云顿 兰斯·E·尼克尔斯 亚历山大·维舍尔鲍默 考特尼·B·特克 卡塔尔·彭德莱 马克·希曼  伊恩·奈尔斯 约翰·波西 亚伦·奥康奈尔 杰姆斯·班尼特 瓦内萨·莫达 汤姆·德努奇 唐迪·塔格韦尔,5137,https://movie.douban.com/subject/26949264/,4.4,8537,2542,62,7,4.6,4.7
小马宝莉大电影,喜剧 动画 冒险,2018-02-02(中国大陆),99,杰森·西森,奥卓·阿杜巴 艾米莉·布朗特 阿什莉·鲍尔,奥卓·阿杜巴 艾米莉·布朗特 阿什莉·鲍尔 克里斯汀·肯诺恩斯 泰雅·迪格斯 安德莉亚·利布曼 迈克尔·佩纳 佐伊·索尔达娜 列维·施瑞博尔 希雅 塔比莎·杰曼 塔拉·斯特朗 凯西·薇瑟乐克 马克斯·马蒂尼,4681,https://movie.douban.com/subject/26176481/,6.8,2375,978,25,8.7,7.1,6.1
通勤营救,动作 犯罪 惊悚,2018-03-30(中国大陆),105,佐米·希尔拉,连姆·尼森 维拉·法米加 帕特里克·威尔森,连姆·尼森 维拉·法米加 帕特里克·威尔森 乔纳森·班克斯 山姆·尼尔 伊丽莎白·麦戈文 基连·斯科特 沙扎德·拉蒂夫 安迪·尼曼 克拉拉·拉戈 罗兰·默勒 弗洛伦斯·皮尤 迪恩·查尔斯·查普曼 埃拉-雷·史密斯 妮拉·阿利亚 柯林·麦克法兰 寇布勒·霍尔德布鲁克-史密斯 亚当·那加提斯 金斯利·本-阿德 戴姆森·伊德瑞斯 本·卡普兰 利蒂希娅·赖特 杰米·比米什,4540,https://movie.douban.com/subject/7056414/,6.6,47732,12257,229,8.4,6.9,6.3
犬之岛,喜剧 动画 冒险,2018-04-20(中国大陆),97,韦斯·安德森,布莱恩·科兰斯顿 爱德华·诺顿 科宇·兰金,布莱恩·科兰斯顿 爱德华·诺顿 科宇·兰金 列维·施瑞博尔 比尔·默瑞 杰夫·高布伦 鲍勃·巴拉班 野村训市 格蕾塔·葛韦格 斯嘉丽·约翰逊 蒂尔达·斯文顿 弗兰西斯·麦克多蒙德 罗曼·科波拉 卡拉·海沃德 高山明 伊藤晃 哈威·凯特尔 F·默里·亚伯拉罕 小野洋子 渡边谦 夏木真理 费舍·史蒂芬斯 村上虹郎 考特尼·万斯 安杰丽卡·休斯顿 野田洋次郎 山田孝之 秋元梢 松田翔太 松田龙平 池田依来沙 杰克·莱恩 育乃介 儿玉太一 卡琳·奥克索 弗兰克·伍德 爱德华·博奇,4353,https://movie.douban.com/subject/26640371/,8.3,154007,46977,755,7.8,8.0,7.9
网络谜踪,剧情 犯罪 悬疑,2018-12-14(中国大陆),102,阿尼什·查甘蒂,约翰·赵 米切尔·拉 黛博拉·梅辛,约翰·赵 米切尔·拉 黛博拉·梅辛 约瑟夫·李 萨拉·米博·孙 亚历克丝·杰恩·高 梅金·刘 刘卡雅 多米尼克·霍夫曼 西尔维亚·米纳西安 梅丽莎·迪斯尼 康纳·麦克雷斯 科林·伍德尔 约瑟夫·约翰·谢尔勒 阿什丽·艾德纳 考特尼·劳伦·卡明斯 托马斯·巴布萨卡 朱莉·内桑森 罗伊·阿布拉姆森 盖奇·比尔托福 肖恩·奥布赖恩 瑞克·萨拉比亚 布拉德·阿布瑞尔 加布里埃尔·D·安吉尔,3050,https://movie.douban.com/subject/27615441/,8.5,236832,72960,760,8.5,8.3,7.7
传奇的诞生,剧情 传记 运动,2018-09-07(中国大陆),107,杰夫·泽姆巴利斯特 迈克尔·泽姆巴利斯特,凯文·德·保拉 莱昂纳多·利马·卡瓦柳 索·豪黑,凯文·德·保拉 莱昂纳多·利马·卡瓦柳 索·豪黑 马丽雅娜·努涅斯 米尔顿·哥恩卡维斯 塞思·迈克尔斯 文森特·多诺费奥 安德瑞马托斯 菲尔·米勒 拉斐尔·亨里克斯 费利佩·西马斯 阿德里亚诺·阿拉贡 玛丽安娜·巴尔沙 小埃里克·贝尔 迪耶戈·博内塔,2828,https://movie.douban.com/subject/3073268/,7.6,10930,3600,96,9.2,7.6,7.2
绿毛怪格林奇,喜剧 动画 奇幻,2018-12-14(中国大陆),86,亚罗·切尼 斯科特·摩西尔,本尼迪克特·康伯巴奇 卡梅伦·丝蕾 拉什达·琼斯,本尼迪克特·康伯巴奇 卡梅伦·丝蕾 拉什达·琼斯 法瑞尔·威廉姆斯 特里斯坦·奥哈尔 基南·汤普森 山姆·拉瓦尼诺 雷蒙·汉密尔顿 安吉拉·兰斯伯瑞 斯嘉丽·艾斯特维兹 迈克尔·贝亚蒂 罗里·艾伦 卡特·海斯汀斯 卡洛斯·阿拉斯拉奇 约翰·卡西尔 凯茜·卡瓦蒂妮 丹尼·曼恩 杰里米·马克斯韦尔 汤森·科尔曼 斯科特·摩西尔 梅里·康德伦 拉瑞恩·纽曼 布莱恩·T·德莱尼 约翰·德米塔 比尔·法玛尔 乔尔·斯维唐 亚伦·福尔斯 明迪·斯特林 塔拉·斯特朗 杰斯·哈梅尔 雷吉纳·托芬 吉姆·瓦德,2644,https://movie.douban.com/subject/23774869/,6.3,5821,2282,30,8.6,6.5,6.3
虎胆追凶,动作 犯罪 惊悚,2018-09-21(中国大陆),97,伊莱·罗斯,布鲁斯·威利斯 文森特·多诺费奥 伊丽莎白·苏,布鲁斯·威利斯 文森特·多诺费奥 伊丽莎白·苏 迪恩·诺里斯 博·纳普 金伯莉·伊丽丝 卡米拉·莫罗 兰·卡琉 杰克·凯西 罗尼·吉恩·贝尔维斯 可比·毕丝·布兰顿 安德里亚斯·艾波吉斯 伊恩·马休斯 温迪·古逊 瓦罗娜·塞茨瓦埃洛 路易斯·奥利瓦 杰森·卡弗利尔 夸西·宋桂,2242,https://movie.douban.com/subject/3078549/,6.5,16822,4772,81,8.5,6.7,6.4
滴答屋,喜剧 奇幻 惊悚,2018-11-01(中国大陆),104,伊莱·罗斯,杰克·布莱克 凯特·布兰切特 欧文·瓦卡罗,杰克·布莱克 凯特·布兰切特 欧文·瓦卡罗 凯尔·麦克拉克伦 芮妮·戈兹贝里 考林·加普 桑尼·苏尔季克 洛伦扎·伊佐 Braxton Bjerken Vanessa Anne Williams 查尔斯·格林 De'Jon Watts 艾伦·比尔纳 Christian Calloway 伊莱·罗斯 Anna Chuancheun 德梅特里·兰德尔 佩拉·米德尔顿,1905,https://movie.douban.com/subject/10759740/,5.5,11884,4100,40,7.6,6.2,6.1
汪星卧底,喜剧 冒险,2018-07-20(中国大陆),92,拉加·高斯内尔,威尔·阿奈特 卢达克里斯 斯坦利·图齐,威尔·阿奈特 卢达克里斯 斯坦利·图齐 娜塔莎·雷昂 艾伦·卡明 加布里埃尔·伊格莱西亚斯 沙奎尔·奥尼尔 迪莉娅·谢泼德 安迪·比克维奇 奥马尔·查帕罗 凯瑞·莎勒 丹尼尔·厄根,1499,https://movie.douban.com/subject/26930056/,6.1,2084,744,10,8.5,6.2,3.6
超能泰坦,科幻 惊悚,2018-10-12(中国大陆),97,伦纳特·拉夫,萨姆·沃辛顿 泰勒·席林 汤姆·威尔金森,萨姆·沃辛顿 泰勒·席林 汤姆·威尔金森 阿格妮丝·迪恩 娜塔莉·伊曼纽尔 诺亚·尤佩 克里·约翰逊 亚历山大·约瓦诺维奇 迪耶戈·博内塔 亚伦·赫弗南 娜奥米·巴特里克 史蒂芬·克里 娜塔莉·波萨 弗朗西斯科·加里多 凯尔·索列尔 本·奥德里基 古斯塔沃·萨尔梅龙,1428,https://movie.douban.com/subject/26649627/,4.5,6930,2294,75,5.8,5.8,4.8
摘金奇缘,喜剧 爱情,2018-11-30(中国大陆),121,朱浩伟,吴恬敏 亨利·戈尔丁 杨紫琼,吴恬敏 亨利·戈尔丁 杨紫琼 嘉玛·陈 奥卡菲娜 卢燕 岑勇康 郑肯 水野索诺娅 吴育刚 欧阳万成 钱信伊 瑞米·海依 尼科·桑托斯 陆思敬 苏慧敏 方展发 谢宛谕 维多利亚·洛克 许优美 郑花如 许静雯 卡尔文·王 陈琼华 刘佳镁 陈美廪 内万·科伊特 阿曼达·埃文斯 彼得·霍奇森 安德斯·塔格 丹尼尔·詹金斯 彼得·卡罗尔 黛博拉·杨 查尔斯·格朗斯 杰西卡·加莱蒂 Swee Huat Teo 罗尼·纪 Isaac Boon Chuon Lee 罗杰·谢克 Lee Zhi Jian Lee Jun Wen 拉塞尔·黄 马尔库斯·莫 杰瑞卡·黎 乔·翁 陈胤希 德尔菲诺润二 Beatrice Chein Tan En Yu Tan En Dong 姬丝·阿奎诺 Lucinda Lew 黄苏珊 Tumurbaatar Enkhtungalag 木下众平 吉娜·格莱尼斯 凯文·关 斯蒂芬妮·欧阳 Leong Chun Chong Ho Yan Xi 兰斯·埃明格 卡兰比尔·亨达尔 斯蒂芬·杰克 纪宝珠,1149,https://movie.douban.com/subject/26786642/,6.2,52363,20059,293,8.2,6.7,7.0
金钱世界,剧情 犯罪 悬疑,2018-03-02(中国大陆),132,雷德利·斯科特,米歇尔·威廉姆斯 克里斯托弗·普卢默 马克·沃尔伯格,米歇尔·威廉姆斯 克里斯托弗·普卢默 马克·沃尔伯格 查理·普拉默 罗曼·杜里斯 蒂莫西·赫顿 斯塔西·马汀 查理·肖特韦尔 安德鲁·巴肯 马克·莱昂纳蒂 朱塞佩·博尼法蒂 尼可拉斯·瓦波里蒂斯 安德里亚·皮耶迪蒙特·博迪尼 古列尔莫·法维拉 尼古拉·迪奇欧 阿黛尔·蒂兰特 亚历山德拉·罗卡 弗兰切斯卡·茵奥迪 丹尼尔·高斯林 乔纳森·阿里斯,1116,https://movie.douban.com/subject/26995719/,7.0,32708,9281,245,8.1,7.5,6.8
惊涛飓浪,爱情 灾难,2018-12-07(中国大陆),96,巴塔萨·科马库,山姆·克拉弗林 谢琳·伍德蕾 杰弗瑞·托马斯,山姆·克拉弗林 谢琳·伍德蕾 杰弗瑞·托马斯 伊丽莎白·霍桑 格蕾丝·帕尔默 塔米·阿什克拉夫特 凯尔·达米拉米安 露娜·坎贝尔 扎克·贝雷斯福德 锡亚莱·吐诺卡,1115,https://movie.douban.com/subject/26937563/,6.8,10460,3152,69,7.4,6.7,6.6
淘气大侦探,喜剧 动画 冒险,2018-07-20(中国大陆),86,约翰·斯蒂文森,詹姆斯·麦卡沃伊 艾米莉·布朗特 约翰尼·德普,詹姆斯·麦卡沃伊 艾米莉·布朗特 约翰尼·德普 切瓦特·埃加福特 玛丽·布莱姬 迈克尔·凯恩 玛吉·史密斯 凯利·阿斯博瑞 德克斯特·弗莱彻 马特·卢卡斯 斯戴芬·莫昌特 奥兹·奥斯朋 罗莎莉·克雷格 詹米·德米特鲁 史蒂夫·汉密尔顿·肖 吴汉章 阿什利·詹森 斯蒂芬·怀特 朱丽·沃特斯 理查德·威尔逊,1041,https://movie.douban.com/subject/26660063/,6.9,2368,967,55,8.5,7.4,5.1
战犬瑞克斯,剧情 传记 战争,2018-05-11(中国大陆),116,加芙列拉·考珀斯维特,凯特·玛拉 汤姆·费尔顿 布莱德利·惠特福德,凯特·玛拉 汤姆·费尔顿 布莱德利·惠特福德 杰拉丁妮·詹姆斯 科曼 埃迪·法可 威尔·帕顿 拉蒙·罗德里格兹 珊农·塔伯特 米格尔·戈麦斯 乔纳森·霍华德 乔治·韦伯斯特 克里·约翰逊 山姆·基利 凯萨琳·戴尔 迈尔斯·穆森登 玛丽娜·马修斯 帕克·索耶,671,https://movie.douban.com/subject/26610786/,6.8,7994,2349,82,8.3,6.8,7.1
爱在记忆消逝前,喜剧 爱情 冒险,2018-02-23(中国大陆),112,保罗·维尔齐,海伦·米伦 唐纳德·萨瑟兰 简·默勒尼,海伦·米伦 唐纳德·萨瑟兰 简·默勒尼 克里斯蒂·米切尔 罗伯特·沃克·布兰乔德 克里斯蒂安·麦凯 约书亚·胡佛 罗伯特·普拉尔戈 约书亚·米克尔,656,https://movie.douban.com/subject/3036465/,8.2,23905,8148,269,9,8.0,6.6
迷镇凶案,喜剧 犯罪 悬疑,2018-01-12(中国大陆),104,乔治·克鲁尼,马特·达蒙 朱丽安·摩尔 奥斯卡·伊萨克,马特·达蒙 朱丽安·摩尔 奥斯卡·伊萨克 诺亚·尤佩 托尼·埃斯皮诺萨 格伦·弗莱施勒 梅根·弗格森 杰克·康利 迈克尔·D·科恩 黛安·德恩 盖里·巴萨拉巴 斯蒂夫·蒙罗埃 阿历克斯·哈赛尔 利斯·M·伯克 克里麦·威斯特博克 霍普·班克斯 罗伯特·皮尔斯 文斯·切法卢 达什·威廉姆斯 加文·怀尔德 兰登·戈登 蒂姆·内夫 马拉·费尔克拉夫 艾米丽·高斯 艾瑞克·奥德,567,https://movie.douban.com/subject/2133433/,6.1,17265,5562,92,7.1,6.5,5.6
