演员,id,参演电影总票房(亿),参演电影
梶裕贵,1052297,0.0162,哥斯拉：怪兽行星
花泽香菜,1034028,0.0162,哥斯拉：怪兽行星
樱井孝宏,1019264,0.0162,哥斯拉：怪兽行星
杉田智和,1028815,0.0162,哥斯拉：怪兽行星
中井和哉,1037337,0.0162,哥斯拉：怪兽行星
堀内贤雄,1091129,0.0162,哥斯拉：怪兽行星
三宅健太,1176990,0.0162,哥斯拉：怪兽行星
山路和弘,1360165,0.0162,哥斯拉：怪兽行星
宫野真守,1018576,0.0162,哥斯拉：怪兽行星
王姬,1275275,0.0157,因果启示录 大导归来
刘帅良,1337891,0.0157,监狱犬计划 中学时代
李昇炫,1264887,0.0155,宇宙有爱浪漫同游
李笑男,1388255,0.0155,宇宙有爱浪漫同游
李贤宰,1317942,0.0155,宇宙有爱浪漫同游
蔡宛珊,1388257,0.0155,宇宙有爱浪漫同游
莫少聪,1037846,0.0154,古墓兽影
安泽豪,1318040,0.0154,古墓兽影
殷旭,1329791,0.0154,古墓兽影
范植伟,1180695,0.0154,古墓兽影
宋之光,1400463,0.0154,古墓兽影
孙丹丹,1361754,0.0153,毛骨悚然之红衣男孩 雾都神探之绝情箭
项洪,1367657,0.0152,热土 壹号别墅
毛舜筠,1274338,0.0151,黄金花
凌文龙,1375280,0.0151,黄金花
刘美君,1038329,0.0151,黄金花
冼色丽,1275651,0.0151,黄金花
余安安,1301560,0.0151,黄金花
谈善言,1366380,0.0151,黄金花
郑欣宜,1007512,0.0151,黄金花
江欣燕,1104138,0.0151,黄金花
林建明,1289297,0.0151,黄金花
林兆霞,1319764,0.0151,黄金花
乔乔,1313627,0.0151,灵魂当铺之时间典当 夜魔奇案
韩素媛,1178533,0.015,细思极恐
蓝波,1364829,0.015,细思极恐
庞贝童,1394380,0.015,细思极恐
曹菡,1394381,0.015,细思极恐
徐子力,1358119,0.015,细思极恐
江森,1363815,0.015,细思极恐
王艺明,1384695,0.015,细思极恐
耿阳,1394382,0.015,细思极恐
周峰,1394383,0.015,细思极恐
邓刚,1363838,0.015,细思极恐
巴多,1315506,0.0149,极品师徒 天下第一镖局 余额不足 锁
陈奕鸣,1375907,0.0148,毛骨悚然之红衣男孩
孙家文,1356413,0.0148,毛骨悚然之红衣男孩
许喵喵,1365798,0.0148,毛骨悚然之红衣男孩
黄一山,1315440,0.0148,冒牌搭档 恋爱101度 锁
艾米·舒默,1318507,0.0148,超大号美人
汤姆·霍珀,1315896,0.0148,超大号美人
罗里·斯卡沃,1337078,0.0148,超大号美人
阿德里安·马丁斯,1351492,0.0148,超大号美人
艾米丽·拉塔科斯基,1327702,0.0148,超大号美人
艾迪·布莱恩特,1341052,0.0148,超大号美人
贝茜·菲利普斯,1009263,0.0148,超大号美人
劳伦·赫顿,1041222,0.0148,超大号美人
萨西尔·扎玛塔,1365334,0.0148,超大号美人
安吉拉·戴维斯,1391750,0.0148,超大号美人
卡罗琳·戴,1391751,0.0148,超大号美人
安娜斯塔吉亚·彼埃尔·弗里尔,1391752,0.0148,超大号美人
吉娅 克罗瓦丁,1351731,0.0148,超大号美人
奥莉维亚·库尔普,1388322,0.0148,超大号美人
娜奥米·坎贝尔,1018129,0.0148,超大号美人
杰弗里·格罗弗,1342557,0.0148,超大号美人
艾晓琪,1328675,0.0147,冒牌搭档
陈浩民,1274567,0.0147,冒牌搭档
金刚,1317182,0.0147,冒牌搭档
李健仁,1315575,0.0147,冒牌搭档
周奇奇,1314048,0.0147,冒牌搭档
赵炳锐,1326947,0.0141,命运速递 恩师
吕晓霖,1321008,0.0141,命运速递
啜妮,1323760,0.0141,命运速递
李非,1327361,0.0141,命运速递
顾长卫,1037747,0.0141,命运速递
李军,1377900,0.0141,热土 来日方长
孙海英,1274237,0.0137,一个人的课堂
王乃训,1386026,0.0137,一个人的课堂
秦语,1345399,0.0137,开学悸
曾淇,1363677,0.0137,开学悸
赵艺,1359982,0.0137,开学悸
曹晏豪,1352747,0.0137,开学悸
刘颖颖,1403756,0.0137,开学悸
李畅,1391304,0.0137,荒城纪
郝星棋,1391305,0.0137,荒城纪
褚栓忠,1318289,0.0137,荒城纪
王建国,1323094,0.0137,荒城纪
阎青妤,1317117,0.0137,荒城纪
高军,1318707,0.0137,荒城纪
吴其江,1320286,0.0134,热土
赵梦迪,1404766,0.0134,热土
李宝安,1344501,0.0134,热土
李华,1344360,0.0134,热土
姚阔,1359376,0.0134,热土
曹阳,1337326,0.0134,热土
兰岚,1316731,0.0134,热土
马可,1377731,0.0134,热土
庹宗华,1029349,0.0133,因果启示录
英壮,1315143,0.0133,因果启示录
常索妮,1354852,0.0133,因果启示录
傅冲,1318445,0.0133,因果启示录
姜少华,1313891,0.0133,因果启示录
钱漪,1317073,0.0133,因果启示录
孟秀,1330833,0.0133,因果启示录
刘李优优,1360031,0.0133,因果启示录
孙浩,1395281,0.0133,因果启示录
向鼎,1340365,0.0133,因果启示录
桑吉平措,1391940,0.0133,因果启示录
濡雪,1364647,0.0133,因果启示录
陈平,1391941,0.0133,因果启示录
陈薪羽,1340953,0.0133,因果启示录
郭宏杰,1391942,0.0133,因果启示录
吴泽琦,1391943,0.0133,因果启示录
张逸松,1391944,0.0133,因果启示录
王燚,1391945,0.0133,因果启示录
高飞,1391946,0.0133,因果启示录
王译,1391947,0.0133,因果启示录
房博宇,1391948,0.0133,因果启示录
赵鹏,1391949,0.0133,因果启示录
孟奇,1391950,0.0133,因果启示录
李兰迪,1330228,0.0131,伊阿索密码
周明汕,1316883,0.0131,伊阿索密码
胡晓光,1345923,0.0131,伊阿索密码
董大庆,1394038,0.0131,伊阿索密码
李圣佳,1394039,0.0131,伊阿索密码
亚瑟·杜彭,1325771,0.0131,飞鸟历险记
莎拉·弗里斯蒂,1027553,0.0131,飞鸟历险记
布鲁诺·萨拉曼,1146937,0.0131,飞鸟历险记
皮埃尔·里夏尔,1022991,0.0131,飞鸟历险记
伊莎贝拉·雷纳德,1037340,0.0131,飞鸟历险记
娜塔莉·布伏,1321905,0.0131,飞鸟历险记
伊薇特·尼科尔·布朗,1210466,0.0131,飞鸟历险记
布拉迪·科贝特,1022757,0.0131,飞鸟历险记
达科塔·范宁,1013785,0.0131,飞鸟历险记
丹尼·格洛弗,1010571,0.0131,飞鸟历险记
扎克瑞·戈登,1004703,0.0131,飞鸟历险记
埃利奥特·古尔德,1049658,0.0131,飞鸟历险记
赛斯·格林,1004591,0.0131,飞鸟历险记
理查德·坎德,1041144,0.0131,飞鸟历险记
叶云,1399300,0.013,大三儿
蒋方婷,1323793,0.0128,灵魂当铺之时间典当
曹卫宇,1337942,0.0128,灵魂当铺之时间典当
姚奕辰,1322758,0.0128,灵魂当铺之时间典当
赵曼竹,1340706,0.0128,灵魂当铺之时间典当
郝蕾,1042568,0.0125,监狱犬计划
裴魁山,1362975,0.0125,监狱犬计划
大力,1394770,0.0125,监狱犬计划
阿如那,1362970,0.0125,监狱犬计划
刘慧,1316150,0.0125,监狱犬计划
黄忠坚,1403230,0.0124,一百年很长吗
张雪菲,1403231,0.0124,一百年很长吗
阿合特,1403232,0.0124,一百年很长吗
尚长荣,1371573,0.0124,曹操与杨修
言兴朋,1395332,0.0124,曹操与杨修
史洪波,1390996,0.0123,理想之路 天下第一镖局
黄一飞,1301215,0.0122,忠犬大营救 任性的硬币 暗剑
约翰·库萨克,1018986,0.0122,夺命来电
伊莎贝拉·弗尔曼,1013784,0.0122,夺命来电
斯泰西·基齐,1019075,0.0122,夺命来电
洛伊德·考夫曼,1054246,0.0122,夺命来电
格里芬·弗里曼,1326430,0.0122,夺命来电
维布尔·弗利茨杰拉德,1325954,0.0122,夺命来电
雷·埃尔南德斯,1323494,0.0122,夺命来电
E·罗杰·米切尔,1119945,0.0122,夺命来电
迈克尔·比斯利,1335294,0.0122,夺命来电
亚历克斯·特·艾佛斯,1261369,0.0122,夺命来电
靓仔,1403489,0.0121,忠犬大营救
小金,1403491,0.0121,忠犬大营救
刘晓晔,1318542,0.0121,忠犬大营救
杨舒涵,1386887,0.0121,忠犬大营救
徐浩霖,1402952,0.0121,忠犬大营救
施羽,1402953,0.0121,忠犬大营救
何为,1343338,0.0118,我要去远方 奔
杨玥,1325177,0.0114,非洲遇见你
王梓权,1378771,0.0114,非洲遇见你
德温·沃勒尔,1378754,0.0114,非洲遇见你
缪艺豪,1402293,0.0114,非洲遇见你
王往,1316774,0.0114,非洲遇见你
安东尼·加瓦德,1364555,0.0114,非洲遇见你
杨名,1399599,0.0114,非洲遇见你
黄锦江,1275605,0.0114,非洲遇见你
魏嘉镁,1396964,0.0112,我要去远方
贺云庆,1402523,0.0112,我要去远方
韩伯维,1402524,0.0112,我要去远方
张先童,1391896,0.0108,海龙屯
李秋盛,1397017,0.0108,海龙屯
曹彦锋,1392027,0.0108,海龙屯
戚畅,1392028,0.0108,海龙屯
克里斯托弗·哈德克,1032916,0.0108,奇怪的袜子精灵
Jan Maxián,1399571,0.0108,奇怪的袜子精灵
David Novotný,1219590,0.0108,奇怪的袜子精灵
翁德雷·特罗扬,1014904,0.0108,奇怪的袜子精灵
马瑞克·塔西里克,1047395,0.0108,奇怪的袜子精灵
塔蒂亚娜·维尔赫莫娃,1156149,0.0108,奇怪的袜子精灵
约瑟夫·索姆尔,1155150,0.0108,奇怪的袜子精灵
Ales Najbrt,1292886,0.0108,奇怪的袜子精灵
Matej Ruppert,1399572,0.0108,奇怪的袜子精灵
Václav Koubek,1103343,0.0108,奇怪的袜子精灵
Stanislav Zindulka,1165680,0.0108,奇怪的袜子精灵
吉里·哈夫尔卡,1386296,0.0108,奇怪的袜子精灵
雅各布·扎塞克,1273506,0.0108,奇怪的袜子精灵
Zuzana Stivínová,1154610,0.0108,奇怪的袜子精灵
朱孝天,1015278,0.0106,蓝色金鱼
蓝燕,1314763,0.0106,蓝色金鱼
曲木古火·秋风,1364130,0.0106,蓝色金鱼
于荣光,1274556,0.0105,三国杀·幻
贾青,1316004,0.0105,三国杀·幻
逯子,1352238,0.0105,三国杀·幻
靳芊芊,1401820,0.0105,三国杀·幻
王铮,1352900,0.0105,三国杀·幻
叶无道,1401821,0.0105,三国杀·幻
邱雨铄,1401822,0.0105,三国杀·幻
高健,1326225,0.0105,三国杀·幻
方平,1312822,0.0105,三国杀·幻
格劳瑞·皮尔丝,1050510,0.0103,尼斯·疯狂的心
罗伯特·罗德里格斯,1208135,0.0103,尼斯·疯狂的心
费尔南多·埃拉斯,1080482,0.0103,尼斯·疯狂的心
法布里肖·博利韦拉,1247519,0.0103,尼斯·疯狂的心
克劳迪乌·亚博朗迪,1287450,0.0103,尼斯·疯狂的心
博纳多·马里尼奥,1386677,0.0103,尼斯·疯狂的心
泽卡洛斯·马查多,1386678,0.0103,尼斯·疯狂的心
奥古斯托·马德拉,1386590,0.0103,尼斯·疯狂的心
菲利普·罗恰,1144243,0.0103,尼斯·疯狂的心
乔治亚娜·高艾斯,1100196,0.0103,尼斯·疯狂的心
弗拉维奥·保乌拉奇,1304295,0.0103,尼斯·疯狂的心
儒里奥·阿德里安,1350045,0.0103,尼斯·疯狂的心
露西安娜·弗莱高兰奇,1262342,0.0103,尼斯·疯狂的心
查尔斯·弗里克斯,1386680,0.0103,尼斯·疯狂的心
西蒙娜·马泽尔,1387266,0.0103,尼斯·疯狂的心
刘书含 ,1330850,0.0101,台仙魔咒
叶常清,1377566,0.0101,台仙魔咒
刘婧,1329886,0.0101,台仙魔咒 恩师
何苦,1396140,0.0101,最后的棒棒
洪秀儿,1012140,0.0098,无眸之杀
李雅男,1336331,0.0098,无眸之杀
袁伶嫣,1376277,0.0098,无眸之杀
于非,1348151,0.0098,无眸之杀
李滨,1313659,0.0097,在天堂等我 血十三
金起范,1275610,0.0095,泡菜爱上小龙虾
徐申东,1334544,0.0095,泡菜爱上小龙虾
陈德容,1019966,0.0095,泡菜爱上小龙虾
张兆辉,1005843,0.0095,泡菜爱上小龙虾
王惠乔,1392416,0.0095,泡菜爱上小龙虾
虞尊翔,1392417,0.0095,泡菜爱上小龙虾
王海祥,1322907,0.0089,天下第一镖局 苏庆亮
李昂霖,1396991,0.0086,萌学园：寻找盘古
林奕勋,1396992,0.0086,萌学园：寻找盘古
刘书宏,1378013,0.0086,萌学园：寻找盘古
翁瑞迪,1396993,0.0086,萌学园：寻找盘古
蔡孟颖,1396994,0.0086,萌学园：寻找盘古
林昀希,1396995,0.0086,萌学园：寻找盘古
傅冠杰,1396996,0.0086,萌学园：寻找盘古
杨子仪,1341372,0.0086,萌学园：寻找盘古
朱晴渝,1396997,0.0086,萌学园：寻找盘古
郭侑纪,1317939,0.0086,萌学园：寻找盘古
时男,1397127,0.0086,萌学园：寻找盘古
刘碑歌,1397128,0.0086,萌学园：寻找盘古
曹曦月,1341690,0.0086,萌学园：寻找盘古
海铃,1353579,0.0086,萌学园：寻找盘古
夏宇童,1342627,0.0086,萌学园：寻找盘古
许京川,1397129,0.0086,萌学园：寻找盘古
田雨晴,1344121,0.0086,天下第一镖局 策反
张艺谋,1054398,0.0082,张艺谋和他的“影”
赵小丁,1274347,0.0082,张艺谋和他的“影”
陈敏正,1346314,0.0082,张艺谋和他的“影”
马光荣,1330613,0.0082,张艺谋和他的“影”
谷轩昭,1289063,0.0082,张艺谋和他的“影”
白小妍,1406328,0.0082,张艺谋和他的“影”
王星会,1401244,0.0082,张艺谋和他的“影”
黄海,1401245,0.0082,张艺谋和他的“影”
捞仔,1308940,0.0082,张艺谋和他的“影”
张涛,1401246,0.0082,张艺谋和他的“影”
贾文瑞,1401815,0.0082,张艺谋和他的“影”
任茂成,1401816,0.0082,张艺谋和他的“影”
姜文轩,1353663,0.0076,姽婳
赵婉娇,1394960,0.0076,姽婳
李铁军,1367332,0.0076,姽婳
刘冰玥,1275312,0.0076,姽婳
宋国鑫,1394961,0.0076,姽婳
闫冠英,1394962,0.0076,姽婳
于飞,1352580,0.0076,姽婳
于洛熙,1394963,0.0076,姽婳
马筱哲,1384526,0.0076,时空终点 余额不足
刘熙阳,1372852,0.0075,一纸婚约
张辉,1333741,0.0075,一纸婚约
杨紫,1314124,0.0075,一纸婚约
黄璐,1276144,0.0075,血十三 三伏天
董立范,1317039,0.0075,余额不足 疯狂熊孩子 来日方长 超萌特攻 锁
Florence Hartigan,1394668,0.0075,凤凰城遗忘录
Luke Spencer Roberts,1394669,0.0075,凤凰城遗忘录
切尔西·洛佩兹,1378648,0.0075,凤凰城遗忘录
Justin Matthews,1394670,0.0075,凤凰城遗忘录
Clint Jordan,1394671,0.0075,凤凰城遗忘录
Cyd Strittmatter,1394672,0.0075,凤凰城遗忘录
雅尼娜·杰克逊,1345761,0.0075,凤凰城遗忘录
马特·比德尔,1394673,0.0075,凤凰城遗忘录
安娜·德拉·克鲁兹,1377433,0.0075,凤凰城遗忘录
麦肯齐·菲尔根斯,1080070,0.0075,凤凰城遗忘录
Jay Pirouznia,1394674,0.0075,凤凰城遗忘录
Marc Marron,1394675,0.0075,凤凰城遗忘录
Don Boyd,1394676,0.0075,凤凰城遗忘录
张乃元,1390997,0.0073,理想之路
乐子龙,1359502,0.0073,理想之路
王钧康,1390998,0.0073,理想之路
林伟,1313802,0.0073,理想之路
李子奇,1345883,0.0073,理想之路
安德鲁·达兹,1364813,0.0073,理想之路
田天,1377028,0.0073,北方一片苍茫
韩建玲,1398259,0.0073,北方一片苍茫
赵树林,1398253,0.0073,北方一片苍茫
李桂苓,1398254,0.0073,北方一片苍茫
郭丰赫,1398255,0.0073,北方一片苍茫
温新宇,1396941,0.0073,北方一片苍茫
王富有,1398256,0.0073,北方一片苍茫
付柄丽,1398257,0.0073,北方一片苍茫
冯淑燕,1398258,0.0073,北方一片苍茫
李至正,1312861,0.007,吻隐者
孙亦沐,1329200,0.007,吻隐者
赵克明,1330319,0.0069,快乐星球之三十六号
张子扬,1392586,0.0069,快乐星球之三十六号
马嘉祺,1380186,0.0069,快乐星球之三十六号
张惠民,1326240,0.0069,快乐星球之三十六号
王天发,1392583,0.0069,快乐星球之三十六号
孙苏雅,1392584,0.0069,快乐星球之三十六号
张兆艺,1368298,0.0069,快乐星球之三十六号
叶良财,1340716,0.0066,极品师徒 疯狂这一年
战天泽,1375152,0.0065,极品师徒
王翔,1341523,0.0065,极品师徒
陈沛江,1369111,0.0065,极品师徒
潘章明,1390739,0.0065,极品师徒
崔嵩,1372051,0.0065,极品师徒
刘芮侨,1372539,0.0065,极品师徒
苏倩薇,1321665,0.0065,极品师徒
战爱春,1399965,0.0065,极品师徒
亢继辉,1389294,0.0064,草戒指 疯狂的公牛
洪亦平,1326297,0.0062,草戒指
马靓,1400433,0.0062,草戒指
黄海冰,1312939,0.0062,草戒指
胡锰,1400434,0.0062,草戒指
孙翔,1400435,0.0062,草戒指
陈义贞,1400436,0.0062,草戒指
梁国荣,1348342,0.0062,草戒指
梅寒,1358008,0.0062,草戒指
梁小龙,1274267,0.0062,七号公馆
邵音音,1297367,0.0062,七号公馆
冉冉,1352618,0.0062,七号公馆
陆剑明,1290446,0.0062,七号公馆
王茂蕾,1318795,0.0062,七号公馆
赵铭,1313245,0.0062,七号公馆
武波,1392539,0.0062,七号公馆
松田优,1392540,0.0062,七号公馆
木川圭作,1392541,0.0062,七号公馆
由美子,1392542,0.0062,七号公馆
福留真由美,1392543,0.0062,七号公馆
刘丹,1311659,0.006,冥王星时刻
易平,1393161,0.006,冥王星时刻
易大千,1386192,0.006,冥王星时刻
李心然,1362299,0.006,冥王星时刻
母其弥雅,1343228,0.006,冥王星时刻
杨生仓,1371658,0.0058,清水里的刀子
周浩东,1316046,0.0057,天下第一镖局 丢心
李虎城,1322070,0.0055,破门 落绕
晋松,1315699,0.0053,破天荒 疯狂暑期之哈喽怪物
卫仑,1318206,0.0052,冰封迷案
黄米依,1389715,0.0052,冰封迷案
杜翊,1330869,0.0052,冰封迷案
苗青,1353664,0.0052,冰封迷案
闻诗佳,1389716,0.0052,冰封迷案
何靖,1389717,0.0052,冰封迷案
韩秋池,1276017,0.0052,冰封迷案
聂宁,1389718,0.0052,冰封迷案
童雨宸,1389719,0.0052,冰封迷案
李杨,1305724,0.0052,盲·道
杜函梦,1371866,0.0052,盲·道
于越,1319038,0.0052,盲·道
陈超 ,1396301,0.0052,天下第一镖局 铁臂双雄
张桐,1315101,0.0052,大雪冬至 大导归来
于非非,1403296,0.005,在天堂等我
毛孩,1315488,0.005,在天堂等我
李梦男,1321589,0.005,在天堂等我
肥龙,1314183,0.005,在天堂等我
彭玉,1302332,0.005,在天堂等我
马德华,1274586,0.005,在天堂等我
刘伟,1356624,0.005,在天堂等我
张洪杰,1315645,0.005,在天堂等我
赵倩,1318208,0.005,在天堂等我
穆建荣,1377141,0.005,在天堂等我
柏辰,1405431,0.005,在天堂等我
罗赞袭,1403297,0.005,在天堂等我
樊少皇,1018257,0.005,天下第一镖局
车永莉,1314603,0.005,天下第一镖局
施南,1396262,0.005,天下第一镖局
陈之辉,1317555,0.005,天下第一镖局
徐冬梅,1316212,0.005,天下第一镖局
容尔甲,1393514,0.005,天下第一镖局
答有为,1322307,0.005,天下第一镖局
梁家仁,1008125,0.005,天下第一镖局
张宝雯,1322759,0.005,天下第一镖局
李长海,1320990,0.005,天下第一镖局
张家荣,1396263,0.005,天下第一镖局
张衡,1396264,0.005,天下第一镖局
李沛泽,1396266,0.005,天下第一镖局
陶日金,1372231,0.005,天下第一镖局
蒋列,1396267,0.005,天下第一镖局
胡蓉蓉,1351195,0.005,天下第一镖局
张佳维,1396268,0.005,天下第一镖局
金博涵,1396269,0.005,天下第一镖局
何梓铭,1372232,0.005,天下第一镖局
宦宇,1390812,0.0048,青春不留白
高雪儿,1380527,0.0048,青春不留白
马祥睿,1374501,0.0048,青春不留白
武文,1390813,0.0048,青春不留白
尹大为,1353422,0.0048,青春不留白
陈俊宇,1390814,0.0048,青春不留白
嘉男海林,1333312,0.0048,青春不留白
黄映莹,1390815,0.0048,青春不留白
钱波,1327959,0.0047,血十三
李艾,1314295,0.0046,进击的男孩
庞瀚辰,1356789,0.0046,进击的男孩
包文婧,1321296,0.0046,进击的男孩
李林,1355780,0.0046,进击的男孩
蒋诗萌,1364187,0.0046,进击的男孩
黄晋琨,1318800,0.0046,进击的男孩
马睿,1371593,0.0046,进击的男孩
许添,1384536,0.0046,进击的男孩
吕聿来,1274390,0.0046,向阳的日子 淡蓝琥珀
草莓,1352133,0.0044,破天荒
Vander McLeod,1346036,0.0044,破天荒
张恒睿,1406586,0.0044,破天荒
刘婷驿,1406587,0.0044,破天荒
陈都灵,1342249,0.0043,破梦游戏
宋威龙,1353488,0.0043,破梦游戏
张宥浩,1357957,0.0043,破梦游戏
盖玥希,1355779,0.0043,破梦游戏
曹曦文,1274603,0.0043,破梦游戏
金世佳,1313839,0.0043,破梦游戏
吕绍聪,1354821,0.0043,破梦游戏
苏芒,1313284,0.0043,破梦游戏
彭冠英,1315234,0.0043,破梦游戏
徐洁儿,1315812,0.0043,摇滚小子 出走的娜拉
欧阳佳,1384525,0.0042,时空终点
高翔,1340961,0.0042,时空终点
Warin Samrit,1384527,0.0042,时空终点
马顺洗,1391693,0.0041,破门
彭一家,1391694,0.0041,破门
刘炷诗嫚,1391695,0.0041,破门
蒲浩宇,1391696,0.0041,破门
陈钶予,1391697,0.0041,破门
李金津川,1391698,0.0041,破门
徐谦,1391699,0.0041,破门
邓诗国,1391701,0.0041,破门
陈建宇,1391702,0.0041,破门
苏爱娟,1391700,0.0041,破门
狄龙,1025426,0.004,我来自纽约
宣萱,1023521,0.004,我来自纽约
陈沁霖,1398913,0.004,我来自纽约
林家冰,1398920,0.004,我来自纽约
罗敏儿,1393494,0.004,我来自纽约
陈智深,1398914,0.004,我来自纽约
邓壹龄,1398915,0.004,我来自纽约
苏翊鸣,1376239,0.004,摇滚小子
冯俊杰,1376240,0.004,摇滚小子
曹英睿,1362330,0.004,摇滚小子
李诗缘,1375778,0.004,摇滚小子
蒋沐函,1376241,0.004,摇滚小子
刘艺烨,1376242,0.004,摇滚小子
左夏初,1319720,0.004,苏庆亮 漂亮的村事
丁建钧,1327994,0.0039,苏庆亮
王艺博,1358963,0.0039,苏庆亮
龙品旭,1330245,0.0038,我的影子在奔跑
黎兆丰,1331753,0.0038,我的影子在奔跑
王同辉,1317526,0.0038,我的影子在奔跑
张国强,1274568,0.0038,我的影子在奔跑
叶婉娴,1331754,0.0038,我的影子在奔跑
丽娜,1331755,0.0038,我的影子在奔跑
吴海燕,1326715,0.0038,我的影子在奔跑
吴若林,1331756,0.0038,我的影子在奔跑
喻引娣,1331757,0.0038,我的影子在奔跑
孔莹虹,1395585,0.0038,马兰花开
倪土,1318612,0.0038,马兰花开
张洪博,1395587,0.0038,马兰花开
陈婧,1335249,0.0038,马兰花开
卢云,1395588,0.0038,马兰花开
庞磊,1395589,0.0038,马兰花开
淳于珊珊,1040352,0.0036,无迹可寻 卖命
李晓红,1326918,0.0036,无迹可寻
蒋一铭,1321968,0.0036,无迹可寻
林琪,1359474,0.0036,无迹可寻
武振素,1388109,0.0036,无迹可寻
刘端端,1376605,0.0036,策反
尹玲,1392447,0.0036,策反
韩夫一,1386829,0.0036,策反
任学海,1320404,0.0036,策反
冷海铭,1368549,0.0036,策反
周昊勇呈,1396978,0.0036,天佑之爱
郭少芸,1313756,0.0036,天佑之爱
白柳汐,1326385,0.0036,天佑之爱
白湘妃,1396979,0.0036,天佑之爱
马亚楠,1396606,0.0036,红盾先锋 爱在湘西
句号,1287953,0.0036,疯狂熊孩子 河间圣手 我来过
丁凡,1387515,0.0036,柳毅奇缘
曾小敏,1387516,0.0036,柳毅奇缘
王燕飞,1387519,0.0036,柳毅奇缘
黄伟香,1387520,0.0036,柳毅奇缘
冼鉴棠,1387521,0.0036,柳毅奇缘
由立平,1318573,0.0035,红盾先锋
窦凤琴,1396604,0.0035,红盾先锋
王建飞,1396605,0.0035,红盾先锋
张珺,1396607,0.0035,红盾先锋
余治华,1396608,0.0035,红盾先锋
段亚军,1396609,0.0035,红盾先锋
高伟中,1361941,0.0035,红盾先锋
田艺,1396610,0.0035,红盾先锋
张少云,1396611,0.0035,红盾先锋
柯伯龙,1316473,0.0034,余额不足
王多多,1355514,0.0034,余额不足
冯棉,1386800,0.0034,余额不足
韩笑,1386801,0.0034,余额不足
左腾云,1321566,0.0034,余额不足
雪村,1275210,0.0034,余额不足
刘惠,1318058,0.0034,余额不足 暗剑
落松土登,1386718,0.0033,天籁梦想
益西旦增,1386719,0.0033,天籁梦想
嘎玛松姆,1386720,0.0033,天籁梦想
班玛久买,1386721,0.0033,天籁梦想
索朗旺堆,1386722,0.0033,天籁梦想
阿旺卓玛,1386723,0.0033,天籁梦想
余心恬,1320592,0.0032,中学时代
汤镇业,1028943,0.0032,中学时代
张译夫,1401031,0.0032,中学时代
曾丽瑶,1385468,0.0032,中学时代
黄婧仪,1400997,0.0032,中学时代
刘耀阳,1376923,0.0032,中学时代
姚书豪,1400998,0.0032,中学时代 水族魂1944
杨猛,1328363,0.0032,皮鞋
张贵生,1354454,0.0032,皮鞋
徐少强,1048469,0.0031,玩命 九门提督
宁宗元达,1404760,0.003,正正的世界
时晓飞,1390661,0.003,正正的世界
田媛,1404761,0.003,正正的世界
王海洋,1324705,0.003,正正的世界
刘文曲,1386803,0.003,正正的世界
大卫·贝利,1049467,0.003,玩命
黄译萱,1389557,0.003,玩命
王洪祥,1317003,0.003,玩命
杨子骅,1322769,0.003,大导归来 河间圣手
陈志朋,1274865,0.0029,梦境之源
李彧,1316548,0.0029,梦境之源
李若玹,1389571,0.0029,梦境之源
张颖冰,1398492,0.0029,爱不可及 三十那年
傅亨,1313244,0.0029,求求你爱上我 萌宠入殓师
罗蓝山,1328959,0.0028,三伏天
果汁,1385600,0.0028,大雪冬至
李金斗,1386343,0.0028,大雪冬至
赵婉瑜,1386344,0.0028,大雪冬至
王一鸣,1325455,0.0028,疯狂熊孩子
李屹伦,1367548,0.0028,疯狂熊孩子
周显欣,1315025,0.0028,疯狂熊孩子
阳蕾,1322332,0.0028,疯狂熊孩子 拳职妈妈
张珏,1366630,0.0028,过往的梦
李骏诚,1339970,0.0028,过往的梦
张悦楠,1376830,0.0028,过往的梦
庄心妍,1400383,0.0028,过往的梦
刘未晞,1404828,0.0028,奶奶的家
贾承凯,1404829,0.0028,奶奶的家
周金凤,1364226,0.0028,奶奶的家
刘真佑,1326322,0.0028,奶奶的家
宁文彤,1327677,0.0028,奶奶的家
姚增强,1404830,0.0028,奶奶的家
高旭,1405513,0.0028,奇幻梦之旅
明星,1405515,0.0028,奇幻梦之旅
温浩哲,1405516,0.0028,奇幻梦之旅
许升,1405517,0.0028,奇幻梦之旅
杜旭东,1313873,0.0028,天刃 二师兄来了
杜金京,1344590,0.0028,天刃 二师兄来了
李恰,1385231,0.0027,三界
刘成,1394393,0.0027,三界
张治中,1356324,0.0027,三界
宋恩逸,1387987,0.0027,三界
潘宜刚,1394620,0.0027,三界
焦祺越,1394621,0.0027,三界
杨璐,1400557,0.0027,沿海出发
王小雨,1400812,0.0027,沿海出发
周业余,1402515,0.0027,沿海出发
殷汝利,1402516,0.0027,沿海出发
连建亭,1402517,0.0027,沿海出发
于飞,1402558,0.0027,沿海出发
刘爱琴,1402559,0.0027,沿海出发
王晓义,1402560,0.0027,沿海出发
刘泓江,1402561,0.0027,沿海出发
任帅,1316743,0.0026,雪·葬
徐永革,1314326,0.0026,雪·葬
叶鹏,1334491,0.0026,雪·葬
陈育臣,1372821,0.0026,爱不可及
祝涛,1327684,0.0026,爱不可及
王嘉莹,1400413,0.0026,爱不可及
杜钧,1400414,0.0026,爱不可及
于金源,1387152,0.0024,大导归来
吴恙,1327810,0.0024,大导归来
季晨,1323190,0.0024,大导归来
